Book Name,Author,Genre,Average Ratings,Total Ratings,Publisher,Stall Number
Veerayuga Nayagan Velpari (Vol. 2),Su. Venkatesan,Historical Fiction,3.83,62,Riverdale Press,41
Vimala,Lakshmi Thiripurasundari,Romance,4.08,121,Coral Wave Press,32
Kuyil Paatu,Bharathidasan,Poetry,4.21,2465,Quartz Books,21
Mayavaram Ragasiyam,Indra Soundar Rajan,Mystic Thriller,4.28,190,Quartz Books,36
Kadar Kiligal,Balakumaran,Literary Fiction,4.47,1981,Fernwood Publishers,24
Naane Enakkoru Bodhimaram,Balakumaran,Literary Fiction,4.27,1475,Ruby Editions,14
Sorgam Naduvile,Balakumaran,Literary Fiction,3.85,720,Magnolia Books,46
Pazhamuthir Kundram,Balakumaran,Literary Fiction,4.16,1360,Riverbank Books,42
Devathai Vettai,Subha,Crime Thriller,4.3,1225,Eastwood Publications,19
Enathu Raja Sabaiyiley,Subha,Crime Thriller,4.12,882,Emerald Literatures,32
Adimai Rajyam,Subha,Crime Thriller,4.17,1011,Marigold Press,8
Aatta Nayagan,Subha,Crime Thriller,4.28,402,Crimson Press,20
Saingala Megangal,Na. Parthasarathy,Social Fiction,4.39,630,Sunflower Press,3
Kabadapuram,Na. Parthasarathy,Historical Fiction,3.97,1688,Silver Oak Publishing,43
Vanjimaanagaram,Na. Parthasarathy,Historical Fiction,4.16,1161,Fernwood Publishers,16
Pandi Madevi,Na. Parthasarathy,Historical Fiction,4.34,183,Greenfield Publishing,11
Nisabda Sangeedham,Na. Parthasarathy,Social Fiction,4.44,103,Magnolia Books,17
Kalavu,Ambai,Feminist Fiction,4.4,1191,Silverline Publishers,28
Miss Malini,Devan,Social Satire,3.84,1367,Eastwood Publications,7
Moongil Pookkal,La Sa Ra,Literary Fiction,3.9,540,Eastwood Publications,10
Ponnagaram,La Sa Ra,Literary Fiction,4.33,1530,Fernwood Publishers,37
??????????? ???????????,Sukumaran,Memoir,3.93,1296,Emerald Literatures,3
????,Dilip Kumar,Literary Fiction,3.87,1723,Silverline Publishers,36
Veyilodu Poy,Sa. Tamizhselvan,Literary Fiction,4.24,1907,Ruby Editions,34
Uyir Mozhi,Sivasankari,Social Fiction,3.82,273,Coimbatore Press,48
Puthumaipithan Kadhaigal Novelised,Pudhumaipithan,Literary Fiction,4.13,253,Riverdale Press,28
Yayati,V.S. Khandekar,Mythological Fiction,4.24,1313,Cobalt Blue Books,20
Achcham Thavir,Subha,Crime Thriller,4.48,373,Diamond Press,10
Nigumbalai,Balakumaran,Historical Fiction,4.27,574,Greenfield Publishing,44
Simmasanam,Balakumaran,Historical Fiction,4.25,930,Citrine Press,42
Kadal Neelam,Balakumaran,Historical Fiction,4.16,475,Citrine Press,44
Naan Enna Solli Vittaen,Balakumaran,Historical Fiction,3.96,1995,Maple Leaf Books,37
Thayumanavan,Balakumaran,Historical Fiction,3.98,766,Fernwood Publishers,20
Krishna Arjunan,Balakumaran,Historical Fiction,3.83,1672,BookTown Coimbatore,21
Thangakkai,Balakumaran,Historical Fiction,4.28,720,Ruby Editions,33
Guru,Balakumaran,Historical Fiction,4.13,586,Jade Books,27
Kadal Paalam,Balakumaran,Historical Fiction,4.28,1729,Emerald Literatures,19
Kadarpaalam,Balakumaran,Historical Fiction,3.84,404,Citrine Press,5
Enge Brahmanan,Sujatha,Thriller,4.16,60,Silver Oak Publishing,30
Paalam,Sujatha,Thriller,3.95,1952,CBE Publishers,5
Iruttu,Sujatha,Thriller,3.82,1695,Coastal Breeze Publishers,18
Uyirin Ragasiyam,Sujatha,Thriller,4.09,540,Pearl Press,44
Katrathum Petrathum,Sujatha,Thriller,3.81,294,Sunrise Books,43
Meendum Jeano Volume 2,Sujatha,Thriller,4.28,964,Coral Wave Press,19
Ragasiyam 118,Sujatha,Thriller,4.32,1053,Heritage Publishing,23
Kattu Poochi,Rajesh Kumar,Crime Thriller,3.94,456,Fernwood Publishers,17
Karakattakkaran,Rajesh Kumar,Crime Thriller,3.83,1805,Silverline Publishers,43
Manitha Karuppu,Rajesh Kumar,Crime Thriller,4.24,173,NorthStar Books,49
Adai Mazhai,Rajesh Kumar,Crime Thriller,3.97,213,Silver Oak Publishing,11
Pirivu,Rajesh Kumar,Crime Thriller,4.06,245,Blue Horizon Publishers,21
Padaiyappa Crime,Rajesh Kumar,Crime Thriller,4.44,1812,Crimson Press,38
Kana Kandaen,Subha,Crime Thriller,4.3,1893,Orchid Publications,47
Vandiya Devan Kottai Muthirai,Subha,Crime Thriller,4.11,1577,Star Light Publishing,2
Siragadikkum Vannangal,Subha,Crime Thriller,4.08,1720,Coimbatore Book House,15
Varam Tharum Velayutham,Indra Soundar Rajan,Mystic Thriller,3.82,1763,"Urban Leaf Publications, Coimbatore",38
Sorna Madalam,Indra Soundar Rajan,Mystic Thriller,4.25,133,Silverline Publishers,3
Kula Deivam,Indra Soundar Rajan,Mystic Thriller,4.5,502,Indigo Bookworks,30
Bhavani Amman,Indra Soundar Rajan,Mystic Thriller,4.48,396,Teal Publications,33
Piravi,Indra Soundar Rajan,Mystic Thriller,4.29,1076,Silverline Publishers,36
Manimegalai,Na. Parthasarathy,Historical Fiction,3.91,913,Marigold Press,8
Uzhavan,Na. Parthasarathy,Historical Fiction,4.32,1507,BookTown Coimbatore,16
Vendhan,Na. Parthasarathy,Historical Fiction,4.25,592,Indigo Bookworks,7
Veeran Vel,Na. Parthasarathy,Historical Fiction,3.95,1221,Maple Leaf Books,5
Kothai,Na. Parthasarathy,Historical Fiction,4.33,1376,Coimbatore Press,2
Nee Illamal,Na. Parthasarathy,Historical Fiction,4.45,251,Goldleaf Publishers,14
Kidai,Ki. Rajanarayanan,Folklore,3.81,1520,"Omni Books, Coimbatore",5
Sooriyan,Ki. Rajanarayanan,Folklore,4.49,729,Ruby Editions,9
Seeni,Ki. Rajanarayanan,Folklore,4.4,770,"Urban Leaf Publications, Coimbatore",8
Gopallapurathu Kadhai,Ki. Rajanarayanan,Folklore,4.1,1741,Velvet Ink Press,9
Thuppaki,Ki. Rajanarayanan,Folklore,4.12,1277,Emerald Literatures,22
Raja Rajan Chathiram,Vikiraman,Historical Fiction,4.24,1217,Citrine Press,33
Kumudavalli,Vikiraman,Historical Fiction,3.84,147,"Omni Books, Coimbatore",1
Kanchi Kottai,Vikiraman,Historical Fiction,4.01,1211,Coimbatore Book House,12
Vikraman Novel Extra,Vikiraman,Historical Fiction,4.21,806,Saffron Reads,30
Ezhaam Ulagam,Joe D Cruz,Maritime Fiction,4.45,478,Orchid Publications,41
Kadal Pookkal,Joe D Cruz,Maritime Fiction,4.15,102,Lotus Pond Press,24
Ira,Joe D Cruz,Maritime Fiction,4.08,1660,Cherry Blossom Books,36
Thoothukudi Kathai,Joe D Cruz,Maritime Fiction,4.49,212,Orchid Publications,31
Veettin Mulaiyil Oru Samaiyalarai,Ambai,Feminist Fiction,3.93,332,Jade Books,34
Kusthiya,Bama,Dalit Literature,4.47,80,Opal Book House,46
Oru Veedu Iru Vaasal,Bama,Dalit Literature,4.19,492,Amber Ink Publishers,40
Oliyai Thedi,Bama,Dalit Literature,4.18,1875,Diamond Press,27
Savage,Shobasakthi,Political Fiction,4.43,699,Velvet Ink Press,3
Betrayer,Shobasakthi,Political Fiction,4.29,1081,Cobalt Blue Books,45
Kurudhi,Shobasakthi,Political Fiction,4.03,787,Greenfield Publishing,26
Mounam,Jayakanthan,Fiction,4.48,1613,Sunrise Books,36
Chakkara Naarkali,Ambai,Feminist Fiction,3.88,373,Quartz Books,42
Vazhiyil Vandanam,La Sa Ra,Literary Fiction,4.08,1314,Jade Books,48
Sarithiram Pesiyadhu,La Sa Ra,Literary Fiction,3.98,1934,Goldleaf Publishers,28
Konjam Theneer Niraiya Vaanam,Vairamuthu,Poetic Novel,4.12,732,Diamond Press,2
Paarkkadal,Vairamuthu,Poetic Novel,4.06,173,Jade Books,30
Sirpiye Unnai Sethukkugiren,Vairamuthu,Poetic Novel,4.01,77,Topaz Publishing,31
Rattha Thaanam,Vairamuthu,Poetic Novel,4.07,64,Greenfield Publishing,4
Tamizhatrupadai,Vairamuthu,Poetic Novel,4.31,72,Pearl Press,10
Veyilodu Pona Vizhigal,Vairamuthu,Poetic Novel,3.98,88,Crimson Press,43
Kaatrai Thoondum Alai,Vairamuthu,Poetic Novel,4.03,54,Diamond Press,27
Paarkkadal Paarkkadal,Vairamuthu,Poetic Novel,4.08,41,Silver Oak Publishing,36
Kanni Aaru,Vairamuthu,Poetic Novel,4.11,60,Opal Book House,15
Kuyil Nirandhara Peravai,Vairamuthu,Poetic Novel,4.05,44,Onyx Publishing,38
Hongkongil Sankarlal,Tamilvanan,Detective Thriller,3.6,210,Mountain View Publishers,5
Berlinil Sankarlal,Tamilvanan,Detective Thriller,4.7,180,Coimbatore Book House,39
Newyorkil Sankarlal,Tamilvanan,Detective Thriller,3.5,165,Coastal Breeze Publishers,3
Narpathinayiram Roobai,Tamilvanan,Detective Thriller,2.5,120,Jade Books,38
Naplesil Sankarlal,Tamilvanan,Detective Thriller,4.3,95,NorthStar Books,43
Pathu Pergal Thediya Pathu Kodi,Tamilvanan,Detective Thriller,3.9,105,Citrine Press,39
Kaalgal Therinthana,Tamilvanan,Detective Thriller,3.3,98,Cherry Blossom Books,36
Sankarlal Vandhu Vittar!,Tamilvanan,Detective Thriller,2.7,89,Silverline Publishers,49
Menaka,Vaduvur Duraisami Iyengar,Detective Fiction,4,140,Riverbank Books,36
Soundarya Kokilam,Vaduvur Duraisami Iyengar,Detective Fiction,4.1,132,Quartz Books,26
Maya Vinotha Parathesi,Vaduvur Duraisami Iyengar,Detective Fiction,3.9,120,Coimbatore Press,17
Kumbakonam Vakkil,Vaduvur Duraisami Iyengar,Detective Fiction,4.2,110,Magnolia Books,41
Vanavasam,Kannadasan,Autobiographical Novel,4.4,890,Opal Book House,36
Manavasam,Kannadasan,Autobiographical Novel,4.3,820,Velvet Ink Press,50
Cheraman Kadali,Kannadasan,Autobiographical Novel,3.9,300,Quartz Books,43
Yesuvin Sangamam,Kannadasan,Philosophical Novel,3.85,260,Pearl Press,22
Poimaan Karadu,Kalki Krishnamurthy,Mystery,4.02,950,Sunflower Press,28
Rajamuthirai III,Sandilyan,Historical Adventure,4.05,610,"Omni Books, Coimbatore",28
Udayar Vol 7,Balakumaran,Historical Fiction,4.19,580,Star Light Publishing,36
Kannimalar,Sandilyan,Historical Adventure,4.12,500,Saffron Reads,36
Nattupura Kadhai Kalanjiyam,Ki. Rajanarayanan,Folklore,4.28,410,Maple Leaf Books,12
Nathamum Nathanum,Ki. Rajanarayanan,Folklore,4.12,320,Emerald Literatures,16
Nallathor Veenai,Ki. Rajanarayanan,Folklore,4.09,310,"Global Reads, Coimbatore",17
Aurangazeb,Indira Parthasarathy,Social Fiction,4.05,340,Coimbatore Press,45
Pen Puli,Indira Parthasarathy,Social Fiction,3.97,300,Fernwood Publishers,2
Thirukarthigai,Indira Parthasarathy,Social Fiction,3.92,290,Magnolia Books,2
Kadalore Aanandhi,Indira Parthasarathy,Social Fiction,3.9,280,Maple Leaf Books,31
Tokyovil Sankarlal,Tamilvanan,Detective Thriller,3.7,115,Topaz Publishing,3
Parisil Sankarlal,Tamilvanan,Detective Thriller,3.65,108,Citrine Press,41
Londonil Sankarlal,Tamilvanan,Detective Thriller,3.8,112,Maple Leaf Books,46
Vannathu Poochi,Vairamuthu,Poetic Novel,3.95,70,Riverdale Press,22
Vaigarai Megangal,Vairamuthu,Poetic Novel,3.71,34,Silver Oak Publishing,21
Kodimarathin Vergal,Vairamuthu,Poetic Novel,3.84,37,Topaz Publishing,26
Sigarangalai Nokki,Vairamuthu,Poetic Novel,3.9,103,Coimbatore Press,31
Kaavi Nirathil Oru Kaadhal,Vairamuthu,Poetic Novel,3.52,91,Coastal Breeze Publishers,23
Kusthiya,Bama,Dalit Literature,4.05,350,Amber Ink Publishers,47
Oru Veedu Iru Vaasal,Bama,Dalit Literature,4,300,Sunflower Press,21
Oliyai Thedi,Bama,Dalit Literature,4.02,290,Cobalt Blue Books,18
Savage,Shobasakthi,Political Fiction,4.05,240,Crimson Press,2
Betrayer,Shobasakthi,Political Fiction,4,230,"Omni Books, Coimbatore",50
Kurudhi,Shobasakthi,Political Fiction,3.96,220,Cherry Blossom Books,25
Aval Oru Hindu Penn,Sivasankari,Social Fiction,4.22,380,Topaz Publishing,10
Idhuvum Kadandhu Pogum,Sivasankari,Social Fiction,4.18,360,CBE Publishers,4
Thanneer Oothi,S. Ramakrishnan,Literary Fiction,4.07,210,"Global Reads, Coimbatore",10
Thunai,S. Ramakrishnan,Literary Fiction,4.1,190,Amber Ink Publishers,3
Uraiyatra Idathil,S. Ramakrishnan,Literary Fiction,4.12,175,Magnolia Books,3
Konjam Theneer Niraiya Vaanam (Poetry),Vairamuthu,Poetic Novel,4.06,68,Coimbatore Press,32
Tokkappiyam,Pulavar Dharani,Classic,4.3,200,Velvet Ink Press,44
Menaka Part 2,Vaduvur Duraisami Iyengar,Detective Fiction,3.95,118,Citrine Press,34
Pathu Kodi Pathu Pergal,Tamilvanan,Detective Thriller,3.85,128,Mountain View Publishers,10
Paathirathirku Pinbu,Rajesh Kumar,Crime Thriller,3.9,180,Heritage Publishing,10
Kaalaiyum Neeye Malaiyum Neeye,Ramanichandran,Romance,3.92,265,Opal Book House,22
Neenjodu Nenjam,Ramanichandran,Romance,3.9,420,Teal Publications,6
Venmayil Ethanai Nirangal,Ramanichandran,Romance,3.95,430,Orchid Publications,35
Poongaatru Thirumbuma,Ramanichandran,Romance,3.93,410,Goldleaf Publishers,36
Vizhiyin Aran,Ramanichandran,Romance,3.88,395,Fernwood Publishers,48
En Iniya Thendral,Ramanichandran,Romance,3.89,385,Ruby Editions,34
Kidai Maadu,Ki. Rajanarayanan,Folklore,4.21,240,Coral Wave Press,22
Poya Vazhiyil,S. Ramakrishnan,Literary Fiction,3.99,170,Riverdale Press,36
Kallikattu Ilavarasi,Vairamuthu,Fiction,3.91,1070,Quartz Books,40
Thanner Desam,Vairamuthu,Fiction,4.28,138,Quartz Books,34
Ullathil Nalla Ullam,Balakumaran,Fiction,4.41,1153,Coastal Breeze Publishers,21
Irandaam Ulagam,Balakumaran,Fiction,4.03,1693,Onyx Publishing,47
Saravana Chitra,Balakumaran,Fiction,3.92,1035,Teal Publications,49
Yavana Chinna Mapillai,Sandilyan,Fiction,4.39,711,Ruby Editions,40
Nalanda Nagar,Sandilyan,Fiction,4.39,1155,Lotus Book Publishers,3
Aathma,Sujatha,Fiction,4.26,1940,Orchid Publications,26
Pirivom Sandhippom,Sujatha,Fiction,4.23,1020,"Global Reads, Coimbatore",38
Vasanth and Ganesh Mysteries,Sujatha,Fiction,4.33,147,Amber Ink Publishers,34
Alai Osai Part 2,Kalki Krishnamurthy,Fiction,3.83,897,Amber Ink Publishers,7
Sivagamin Sabatham Sequel,Kalki Krishnamurthy,Fiction,4.19,830,Saffron Reads,12
Pyoo,Perumal Murugan,Fiction,4.24,770,Goldleaf Publishers,5
Water,Ashokamitran,Fiction,4.25,528,Saffron Reads,15
Sand and Other Stories,Ashokamitran,Fiction,4.18,1281,Silver Oak Publishing,25
18-vadhu Atchakkodu,Ashokamitran,Fiction,4,1906,Goldleaf Publishers,34
Yaarukku Azhudhaan,Jayakanthan,Fiction,4.02,171,Lotus Pond Press,20
Sontha Oor,Jayakanthan,Fiction,4.46,834,Jade Books,41
"Cut-outs, Caste & Cine Stars",Vaasanthi,Fiction,4.4,680,Coastal Breeze Publishers,25
The Woman Who Died a Lot,Vaasanthi,Fiction,4.14,1003,BookTown Coimbatore,20
Nilamellam Ratham,Vaasanthi,Fiction,3.97,1855,"Urban Leaf Publications, Coimbatore",28
Krishnan Kudiyirukka Kettukol,Indira Parthasarathy,Fiction,3.89,1994,Sunrise Books,16
Nila Nizhalum Nil,Sivasankari,Fiction,3.8,1935,Eastwood Publications,29
Aval Appadithan,Sivasankari,Fiction,4.45,1255,Maple Leaf Books,9
Avanum Avalum,Ramanichandran,Fiction,4.04,827,"Urban Leaf Publications, Coimbatore",50
Adi Vazh,Ramanichandran,Fiction,4.13,753,Saffron Reads,23
Anbin Thanmai Arintha Pinne,Ramanichandran,Fiction,4.37,1494,Coral Wave Press,31
Inbavalli Ithuva Un Mudivu,Tamilvanan,Fiction,4.25,1573,"Global Reads, Coimbatore",23
Sankarlal Thuppariyum Marma,Tamilvanan,Fiction,3.81,928,Orchid Publications,1
Iruttu Ulagathin Velichangal,Rajesh Kumar,Fiction,3.99,1569,Coral Wave Press,50
Naalai Marum Kalam,Rajesh Kumar,Fiction,3.89,1640,Mountain View Publishers,44
Rathiri Nerathil Oru Kolai,Rajesh Kumar,Fiction,4.38,1884,Riverdale Press,9
Iravu Pagal,Subha,Fiction,4.29,1317,Amber Ink Publishers,13
Mafia,Subha,Fiction,4.46,1755,Coimbatore Press,11
Ambu,Charu Nivedita,Fiction,4.05,193,Pearl Press,40
Tharattu,Shobasakthi,Fiction,4.01,1936,Blue Horizon Publishers,24
Ganja,Shobasakthi,Fiction,3.81,652,Indigo Bookworks,30
Veyyil,Poomani,Fiction,4.45,166,Crimson Press,32
Koveru Kazhudhaigal,Imayam,Fiction,4.28,170,Marigold Press,8
Kambarasam,Kannadasan,Fiction,4.37,320,"Urban Leaf Publications, Coimbatore",18
Devaragam,Kannadasan,Fiction,3.84,1675,Sunrise Books,48
Oru Kaveriyai Pola,Lakshmi,Fiction,3.9,1548,Blue Horizon Publishers,48
Kanchanar,Lakshmi Thiripurasundari,Fiction,4.16,1588,Goldleaf Publishers,8
Panithuli,Lakshmi Thiripurasundari,Fiction,4.29,267,Topaz Publishing,24
Ninaivugal,Thi. Janakiraman,Fiction,4.21,353,Maple Leaf Books,17
Sembaruthi,Thi. Janakiraman,Fiction,4.17,1506,Marigold Press,49
A Purple Sea (Neelam),Ambai,Fiction,4.47,1305,Lotus Pond Press,23
Eru Veyyil,Perumal Murugan,Fiction,4.48,185,Pearl Press,29
Oru Veedu Dhan Aasai,Vaasanthi,Fiction,4.21,1735,Lotus Pond Press,45
Nila Nila Odi Vaa,Vaasanthi,Fiction,4.21,1835,Amber Ink Publishers,44
Vaanavil Vaasal,Vairamuthu,Fiction,3.82,60,Galaxy Press,34
Vannathupoochi,Vairamuthu,Fiction,4.2,1227,Star Light Publishing,32
Kallikaattu Ithigaasam,Vairamuthu,Fiction,4.09,205,Coral Wave Press,14
Kolaiyum Payanum,Subha,Crime Thriller,4.09,717,Pearl Press,40
A Purple Sea,Ambai,Feminist Fiction,4.38,1700,Greenfield Publishing,35
Jaffna Street,Shobasakthi,Political Fiction,3.86,356,Riverbank Books,37
Oruthi,Vaasanthi,Literary Fiction,4.04,886,Riverdale Press,44
Kalvanin Kadali,Kalki Krishnamurthy,Romance,3.85,1158,Emerald Isle Publishers,40
Verukku Neer,Thi. Janakiraman,Literary Fiction,4.05,797,NorthStar Books,13
J.J. Sila Kurippugal,Sundara Ramaswamy,Modernist Fiction,3.9,137,Velvet Ink Press,13
Kuyil,Ki. Rajanarayanan,Folklore,4.07,1539,Indigo Bookworks,32
Irumbu Kuthiraigal,Balakumaran,Historical Fiction,3.85,1283,Lotus Book Publishers,36
Pandavar Bhoomi,Sandilyan,Historical Adventure,4.13,600,"Omni Books, Coimbatore",16
Pirivom?Sandhippom,Sujatha,Romantic Fiction,3.98,272,Emerald Isle Publishers,30
NilamellamÂ Ratham,Vaasanthi,Social Fiction,4.12,511,Cobalt Blue Books,12
Vallamai Tharayo,Ramanichandran,Romance,4.37,290,Orchid Publications,42
Nadanthal,Imayam,Rural Realism,4.24,1187,Coimbatore Book House,37
Vaanmadhi,Perumal Murugan,Social Fiction,4.29,1236,Coimbatore Press,6
SaingalaÂ Megangal,Na.Â Parthasarathy,Social?Historical,3.89,1677,Lotus Pond Press,47
Karisal,Ki.Â Rajanarayanan,Folklore,3.97,117,"Urban Leaf Publications, Coimbatore",28
TharaiÂ Veedhi,JoeÂ DÂ Cruz,Maritime Fiction,4.35,1774,NorthStar Books,24
ManithaÂ Karuppu,RajeshÂ Kumar,Crime Thriller,3.81,1213,Quartz Books,15
ThiraikadalÂ Oruvil,Ashokamitran,Literary Fiction,4.25,1584,Onyx Publishing,30
IrumbuÂ Maani,Tamilvanan,Detective Thriller,4.2,646,Star Light Publishing,45
MullumÂ Malarum,Lakshmi,Family Drama,3.98,1260,Sunrise Books,6
Sivagami,Akilan,Historical Fiction,4.13,949,Lotus Pond Press,50
AzhagiaÂ Penne,Bharathiyaar,Poetic Novel,4.32,450,"Global Reads, Coimbatore",41
VidiyumÂ VaraiÂ Kathiru,RajeshÂ Kumar,Crime Thriller,4.22,1996,Riverdale Press,23
KodittaÂ IdangalÂ Nirappuga,CharuÂ Nivedita,Experimental,4.31,1932,Galaxy Press,2
PuyalÂ Kadarkaraiyil,Poomani,Literary Fiction,4.47,887,Orchid Publications,30
Nellu,PPCÂ Mohan,Agrarian Novel,4.16,948,Cobalt Blue Books,24
PanjamÂ Vannathirai,Vairamuthu,Poetic Novel,4.44,839,Emerald Isle Publishers,22
PazhayaÂ KanavuÂ Puthusu,S.Â Ramkrishnan,Literary Fiction,3.93,1062,Topaz Publishing,4
SampoornaÂ Ramayanam,Kamban,Epic Retelling,4.24,958,Velvet Ink Press,4
SaavuÂ PerumÂ Nimidangal,RajeshÂ Kumar,Crime Thriller,3.86,1113,Greenfield Publishing,23
DeathÂ Email,RajeshÂ Kumar,Crime Thriller,4.17,1272,Diamond Press,28
AnbullaÂ Appa,Sivasankari,Social Fiction,4.3,879,"Urban Leaf Publications, Coimbatore",31
Kuppaikaaran,Cho.Â Dharman,Dalit Literature,3.82,1235,Indigo Bookworks,41
AthmaÂ Satchi,Vikraman,Historical Fiction,4.21,1413,Indigo Bookworks,10
KrishnaÂ Devarayar,Balakumaran,Historical Fiction,4.07,1644,Indigo Bookworks,4
Sevgazhi,NanjilÂ Nadan,Literary Fiction,4.35,1343,Eastwood Publications,27
Kalaignan,Agilan,Historical Fiction,4.49,500,"Omni Books, Coimbatore",17
VengayinÂ Mainthan,Vikiraman,Historical Fiction,3.87,948,"Urban Leaf Publications, Coimbatore",27
KuyilÂ Pattu,Vairamuthu,Poetic Novel,3.94,1946,Topaz Publishing,43
Janani,Ashokamitran,Literary Fiction,4.23,1640,Ruby Editions,6
VeerayugaÂ NayaganÂ Velpari,Su.Â Venkatesan,Historical Fiction,4.45,1307,Sunflower Press,24
Vizhithiru,Poomani,Literary Fiction,3.92,282,Riverdale Press,44
KidaiÂ Maadu,Ki.Â Rajanarayanan,Folklore,3.9,237,Opal Book House,20
IdhuvumÂ KadandhuÂ Pogum,Sivasankari,Social Fiction,4.43,464,Ruby Editions,43
ZeroÂ Kurippugal,SundaraÂ Ramaswamy,Modernist Fiction,4.2,1663,Lotus Pond Press,24
Sandaikaran,Sandilyan,Historical Adventure,3.86,2000,CBE Publishers,24
Siragugal,Ambai,Feminist Fiction,3.91,1098,Magnolia Books,36
PavaiÂ Vilakku,Akilan,Social Novel,4.09,1839,Saffron Reads,33
OruÂ KaveriyaiÂ Pola,Lakshmi,Family Drama,4.36,846,Opal Book House,33
Uyirazhuthu,Thi.Â Janakiraman,Literary Fiction,4.09,1529,Heritage Publishing,34
KantalÂ Kanavu,Vaasanthi,Social Fiction,4.11,1402,Heritage Publishing,32
SorgamÂ Naduvile,Balakumaran,Literary Fiction,4.06,1048,Teal Publications,11
VattathinÂ Vasantham,Ramanichandran,Romance,4.04,290,Silver Oak Publishing,1
YenÂ IniyaÂ Iyandhira,Sujatha,Science Fiction,4.3,916,Lotus Book Publishers,10
KolaiyuthirÂ Kaala,Sujatha,Thriller,4.15,451,Emerald Isle Publishers,49
KopaÂ Kuzhandhai,PerumalÂ Murugan,Social Fiction,4.09,561,Indigo Bookworks,10
AnbullaÂ Rajnikanth,RajeshÂ Kumar,Crime Thriller,4.49,1880,Maple Leaf Books,2
PirivomÂ SanthippomÂ (Uyir),Sujatha,Romance,4.05,1697,Emerald Isle Publishers,46
AvalÂ Appadithan,Sivasankari,Social Fiction,4.02,955,Cobalt Blue Books,46
ThilluÂ Mullu,Subha,Crime Comedy,3.87,992,Fernwood Publishers,3
InaindhaÂ Kaigal,Subha,Crime Thriller,4.25,1814,Greenfield Publishing,25
VetriÂ Vazhi,Tamilvanan,Detective Thriller,3.93,1045,NorthStar Books,44
